,0,1,2,3,4,5,6,7
471_ADT,0.49298182,-0.016401706,-0.46139783,-0.17272334,0.042571947,-0.03325855,-0.044337895,-0.28978565
475_ADT,0.6681711,0.27835912,-0.12012557,-0.29938507,0.11800718,-0.16166103,-0.23639487,-0.297843
476_ADT,0.28630522,0.20798156,0.1462591,-0.3477204,0.25968418,-0.001716974,-0.39068002,-0.11212099
477_ADT,0.07596806,0.058625866,0.2234336,0.21627797,-0.32021618,0.18980414,-0.016791882,0.21476927
479_ADT,-0.09804354,0.1329651,-0.11207015,-0.0606401,0.13035497,-0.0061248196,-0.2809638,-0.10621968
481_ADT,-0.016422214,0.34314507,-0.093858615,0.079654016,-0.10589959,-0.06526327,-0.26419196,0.034034587
494_ADT,-0.03614046,0.19461659,-0.04849375,0.07592318,0.15599939,-0.115806535,-0.3775479,-0.10804628
498_ADT,0.18559724,0.17385261,0.24065797,0.10786573,-0.3709905,0.14276254,0.07568718,0.13748617
505_ADT,-0.049466163,0.26895678,-0.11729441,-0.12697884,0.28899473,0.04858471,-0.4416806,-0.20762104
511_ADT,0.023950981,0.34656316,0.009909154,0.35301352,0.29634902,-0.078850396,-0.27619255,0.1504651
512_ADT,0.20583783,0.013982254,0.31804156,0.18757197,-0.31073564,0.11057976,0.068478875,0.046739947
520_ADT,0.23069671,0.03721108,0.26095313,-0.14299743,-0.12107853,0.03006479,-0.2938311,0.17517221
522_ADT,0.049573943,0.06576119,0.2475286,0.113471396,-0.2377801,0.19032681,-0.025645139,0.20166333
527_ADT,0.29180473,0.09263926,-0.27249426,0.06893233,-0.15321647,0.27378282,-0.4096387,0.30386782
531_ADT,-0.011728564,-0.19647537,0.10733514,-0.2660646,-0.44605657,-0.044254158,-0.23946908,0.16459908
532_ADT,-0.04447457,0.14831336,-0.079417,0.02571345,0.14761576,-0.09567745,-0.49051923,-0.1562716
534_ADT,-0.08584908,0.17513867,0.42070535,-0.36813465,-0.122433,-0.40138462,-0.003993387,0.22418836
535_ADT,0.11792658,0.13669918,0.15887056,0.14666778,-0.2876486,0.08168508,0.0056629977,0.10746092
538_ADT,0.15595658,0.05662169,0.32299155,0.20908386,-0.54336864,0.06609872,0.046585012,0.02573903
542_ADT,0.046886623,0.35352597,-0.09574459,0.05447391,0.23232096,-0.0356743,-0.363304,-0.25828746
544_ADT,-0.052337788,0.26957855,-0.06938327,-0.021067249,0.2734817,0.07236193,-0.43114614,-0.22118247
549_ADT,0.1410477,0.043737967,0.200834,-0.23466249,0.1051804,0.017609669,-0.46511394,-0.16047129
551_ADT,-0.14981784,0.1609693,0.0631432,-0.051741417,-0.19520146,0.77373856,-0.09720809,0.27777007
557_ADT,-0.18592934,0.24013138,0.3291716,-0.097312294,-0.18608387,-0.28083846,-0.12580225,0.28756705
558_ADT,-0.027864652,0.22913675,-0.0600589,-0.051888566,0.22910804,0.020675255,-0.5409807,-0.23972858
561_ADT,0.51627916,0.08572328,-0.12216211,-0.37451002,0.1099118,-0.17503244,-0.28808764,-0.18579859
566_ADT,0.2180594,0.282729,0.20065464,-0.24146113,0.2054699,-0.13141295,-0.5005086,-0.18144378
569_ADT,-0.09963471,0.20942242,0.20416285,-0.0109061245,-0.20021674,-0.27442485,-0.06534246,0.082250744
571_ADT,0.1396118,0.0697075,0.27462584,0.20183894,-0.35685018,0.109306425,0.061775427,0.11989701
573_ADT,-0.057195384,0.1636246,-0.05661211,0.060020585,0.30175003,0.10087276,-0.39160666,-0.11175545
574_ADT,-0.2534049,0.2748603,0.23300679,-0.0137478355,-0.3899271,-0.22751398,-0.2103074,0.17708576
576_ADT,0.1854279,0.050910193,0.31360975,0.20138335,-0.4195989,0.0687958,0.069747,0.040684797
587_ADT,0.06449595,0.123081684,0.16509895,0.17043713,-0.45665184,0.12966138,0.093014285,0.13159762
590_ADT,-0.23582931,0.06648134,0.59649366,-0.28514242,-0.101248264,-0.31176242,-0.008512835,0.36912033
596_ADT,0.10838225,0.012081924,0.13420555,-0.0688184,-0.15789257,-0.07792908,-0.1762273,0.039820008
597_ADT,0.12121195,0.05815043,0.26315385,0.2790462,-0.39189503,0.14286873,0.094865754,0.10868506
606_ADT,0.17362955,0.51650393,0.10651343,-0.4246646,0.12061845,-0.11709413,-0.013971194,-0.3437868
609_ADT,0.31278673,0.5582581,-0.08668343,0.15008903,0.31532925,-0.06531986,-0.24945672,-0.2098054
613_ADT,0.1738682,0.097950116,0.3624447,0.27232817,-0.53286004,0.061066266,0.038152132,-0.06796776
614_ADT,0.34938148,0.19936366,0.087187074,0.35176823,0.55259764,-0.22018354,-0.05762909,0.33466804
618_ADT,0.35906932,0.38127837,0.11045685,0.3470729,0.5119612,-0.074206844,-0.041499253,0.26769024
620_ADT,-0.023999223,0.26760164,-0.123765476,-0.1799244,0.2725809,0.04247598,-0.25349244,-0.14659482
622_ADT,0.19097519,0.029830115,0.20434429,0.1716235,-0.3277863,0.1613703,0.06367371,0.17001759
626_ADT,-0.16360597,-0.16797632,-0.08563134,-0.34511462,-0.511401,-0.10482753,-0.21342678,-0.027107822
627_ADT,-0.025983172,0.11183624,0.12657546,0.031028664,-0.1809681,0.69058174,-0.05337642,0.25189525
628_ADT,0.10484053,0.09199095,0.35416052,0.094749816,-0.23541765,0.30658817,0.08448919,0.23068777
636_ADT,-0.18815549,0.25900298,0.33006334,0.09485356,-0.37723938,0.48804113,-0.031448957,0.2638882
640_ADT,0.22893132,0.08049597,0.22140999,-0.2698607,0.16344965,0.09572357,-0.48088557,-0.18301043
643_ADT,0.09626065,0.14271316,0.22967272,0.07961167,-0.40620852,0.05178156,0.0152385505,0.021952817
649_ADT,0.014511695,0.3357184,0.18718457,0.42847908,-0.286313,-0.2568847,-0.33276755,-0.45021272
651_ADT,-0.036656417,0.10918434,-0.08316953,0.00067649566,0.14044575,0.0830107,-0.28958297,-0.12499131
661_ADT,0.19574712,0.09134677,0.20810074,-0.25675467,0.15741757,-0.032912973,-0.37400332,-0.11043477
669_ADT,0.47350588,0.42811817,0.13642119,-0.15096077,0.24597476,-0.29152864,-0.57371837,-0.15763475
670_ADT,0.41609195,0.46625045,0.16544458,-0.18196355,0.17618963,-0.12434518,-0.44544965,-0.2525293
677_ADT,-0.05145262,0.26228267,0.49092084,-0.32077104,-0.18144557,-0.19156316,-0.05859601,0.3124016
683_ADT,0.16596182,0.101863116,0.21031173,-0.06847849,-0.12225361,0.044999566,-0.18702644,0.1972861
685_ADT,-0.26515016,0.2513199,0.2979592,-0.15077347,-0.09324762,-0.3634186,0.004743477,0.31350458
686_ADT,0.029868035,-0.19021972,0.14409332,-0.16805825,-0.40539345,-0.102710456,-0.3103714,0.19884987
689_ADT,0.36977103,0.19155242,-0.32757616,0.1327634,-0.06447622,0.27285644,-0.35896394,0.48462623
692_ADT,0.08662039,0.3134585,0.13192837,0.22514299,-0.21848984,-0.21155988,-0.293619,-0.27547765
693_ADT,0.052653298,0.17596062,0.18586428,0.14119618,-0.28260937,0.23136508,-0.14507893,0.19817883
695_ADT,0.049047343,0.12639304,0.21475816,0.09972892,-0.34207523,0.17980275,0.025409115,0.2586299
697_ADT,-0.1004299,0.00069369643,-0.03346608,-0.21698944,-0.52631533,0.04308894,-0.23448932,0.1553647
698_ADT,-0.12625845,0.16100968,0.4934659,-0.23768479,-0.07192229,-0.40472558,-0.013466339,0.35671377
706_ADT,0.44607827,0.3652122,0.28425887,-0.053796377,-0.20484957,-0.13807201,-0.23073867,-0.64821553
710_ADT,-0.23097117,0.0431736,0.40689522,-0.14195096,-0.027130837,-0.35118964,-0.0075609186,0.33320367
711_ADT,-0.032659948,0.13364337,0.13189448,-0.06584137,-0.29620695,0.09350127,-0.21424863,0.26873538
715_ADT,-0.08103462,0.35261053,-0.040581025,-0.053928483,0.24909893,0.05873542,-0.2823752,-0.24656634
718_ADT,0.086554036,0.24654315,0.2790945,0.0572224,-0.46522388,0.24694788,0.003189904,0.05869538
722_ADT,0.008949837,0.16631185,-0.07055866,0.011353297,0.21293175,-0.06543432,-0.5082949,-0.14151418
730_ADT,0.49515626,0.19678907,-0.26819164,-0.17820534,0.10020585,0.03316405,-0.008747454,-0.33728126
735_ADT,0.55744815,0.3434943,-0.12200577,-0.47507378,0.23056336,-0.10168095,-0.19368352,-0.3181256
737_ADT,-0.06970641,0.20052032,-0.060354806,0.06179758,0.13124007,-0.05791021,-0.33959666,-0.16598389
739_ADT,0.2659337,0.16953911,0.21121816,-0.25801507,0.28039572,0.07118113,-0.45724085,-0.27597693
744_ADT,0.1591556,0.15864915,0.1771498,-0.27174082,0.1807712,-0.029690454,-0.4608842,-0.24983113
745_ADT,0.2203678,0.18633021,0.23812863,-0.1508213,0.25934145,-0.0026001732,-0.4727833,-0.27687696
748_ADT,0.29360732,0.47190136,-0.050876148,-0.6598157,0.17602906,-0.22247417,-0.07150008,-0.13423976
749_ADT,-0.09558144,0.13117473,0.16563322,0.19785249,-0.31439394,-0.22397242,-0.36663428,0.16779351
755_ADT,0.006073399,0.13289003,0.22467755,0.15949848,-0.44615597,0.12279865,0.030222943,0.11205931
757_ADT,-0.004156416,0.43582222,-0.03813652,-0.066894405,0.31085524,-0.079189755,-0.36705148,-0.2009891
759_ADT,0.5626774,0.3742255,0.008168659,-0.198866,0.11879456,-0.24508399,-0.38715404,-0.38773093
763_ADT,0.23403405,0.12733795,0.20046636,-0.3150951,0.17842823,0.08146328,-0.3383998,-0.060757723
765_ADT,0.15124907,0.13879457,0.19611263,-0.21305025,0.15059894,-0.06182341,-0.48294947,-0.24282159
770_ADT,0.298485,0.51951706,0.0016532494,0.29687545,-0.09599024,-0.07343799,-0.1797229,-0.36979508
772_ADT,-0.08616187,0.22201379,-0.043235816,0.051339746,0.13494192,-0.077174306,-0.48116377,-0.17881384
777_ADT,0.07981777,0.01727237,0.24534672,0.13842383,-0.34330875,0.23507282,0.077933,0.202423
778_ADT,-0.05910657,0.2084647,-0.07013137,0.07807232,0.2403323,0.040513534,-0.4318415,-0.17021193
782_ADT,-0.03564188,0.16948865,0.19649716,0.121379204,-0.3391092,0.13493624,-0.14984417,0.17793714
785_ADT,0.01076173,0.20875452,-0.031430848,0.025793439,0.25604492,-0.010985899,-0.48589197,-0.17775458
787_ADT,-0.04100779,0.24049328,-0.059864976,-0.025384838,0.24230282,0.0045133354,-0.38217846,-0.16609211
791_ADT,-0.05129945,0.1476271,-0.092728846,-0.017810294,0.10294025,-0.03953666,-0.33876345,-0.091623366
792_ADT,0.0760472,-0.14619888,0.24284379,0.12869102,-0.26028505,0.30270967,0.08146807,0.23371424
793_ADT,0.1822769,0.14626372,0.20819375,-0.19312641,0.22689551,0.038237687,-0.41422352,-0.19049692
796_ADT,0.25829014,0.10093065,-0.18197267,0.15894492,0.023261802,0.24191082,-0.34703392,0.51770437
798_ADT,0.13373835,0.17404856,0.19999972,-0.25044134,0.13413109,-0.09453511,-0.5255159,-0.18519239
806_ADT,-0.19597547,-0.16656469,-0.010771968,-0.24069148,-0.4925762,0.08173683,-0.25800422,0.07528265
807_ADT,-0.028115304,0.16666187,0.11966627,-0.09997215,-0.43196496,0.11494887,-0.20346723,0.27137867
810_ADT,-0.30435467,0.20971607,0.30377105,-0.15174548,-0.15702134,-0.36126056,-0.023053715,0.3547955
811_ADT,0.3213332,0.14825228,-0.14965811,0.1530096,0.22645584,0.21957022,-0.3048962,0.47684863
818_ADT,0.17024784,0.11196193,0.20200582,-0.23617092,0.12973183,0.033484515,-0.44250384,-0.12549257
820_ADT,0.15594982,0.07884663,0.23172812,0.15415153,-0.360658,0.060494687,0.06763031,0.12855865
824_ADT,-0.6013813,0.24125068,0.21239023,-0.06313657,-0.31498468,-0.28362817,0.020004889,0.25519943
826_ADT,0.16312651,0.09083657,0.17678337,0.24283877,-0.38658807,0.12575215,0.0994843,0.13690998
